"tax_id","org_name","genome_size","gc_content","motility","gram_stain","sporulation","cell_shape","range_salinity","range_tmp","metabolism","optimum_tmp","ref_type","reference"
1121362,NA,NA,63.2,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
1121362,"Corynebacterium halotolerans YIM 70093 = DSM 44683",3222008,68.2608,"No","Positive","No","Bacilli","ModerateHalophilic","Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
1223515,NA,2681312,68.57,"No","Positive","No","Bacilli","Mesophilic","Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1223515,NA,NA,68.76,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
156978,NA,2565321,64.3,"No","Positive","No","Bacilli","Unknown","Mesophilic","Unknown",37,"doi","doi.org/10.1093/nar/gkw1017"
525262,"Corynebacterium jeikeium ATCC 43734",NA,61.6,"No","+","No","Rod",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
306537,"Corynebacterium jeikeium K411",2476822,61.4,"No","+","No","Rod","Non-halophilic","Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
306537,NA,NA,53.77,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
645127,"Corynebacterium kroppenstedtii DSM 44385",2446804,57.5,"-","+","No","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
35755,NA,2354065,46.46,"No","Positive",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1408189,NA,2769745,60.53,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
525263,"Corynebacterium lipophiloflavum DSM 44291",NA,64.8,"No","+","No","Rod",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1121363,"Corynebacterium lubricantis DSM 45231",NA,58.5,"Nonmotile","Positive","Nonsporulating","Rod-shaped",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1224162,NA,NA,55.67,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1224162,NA,NA,62.88,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1224162,NA,2729219,67.75,"No","Positive","No","Bacilli","Mesophilic","Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1224163,NA,NA,61.32,"No","Positive",NA,"Cocci",NA,"Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1224163,"Corynebacterium maris DSM 45190",2833547,66.6124,"Nonmotile","Positive",NA,"Cocci","Mesophilic","Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1121364,"Corynebacterium massiliense DSM 45435",NA,65,"Nonmotile","Positive","Nonsporulating","Rod-shaped",NA,"Mesophilic",NA,37,"doi","doi.org/10.1093/nar/gkw1017"
1121365,"Corynebacterium mastitidis DSM 44356",NA,69,"Nonmotile","Positive","Nonsporulating",NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
553207,"Corynebacterium matruchotii ATCC 14266",NA,57.1,"No","+","No","Rod",NA,"Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
566549,"Corynebacterium matruchotii ATCC 33806",NA,57,"No","+","No","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1223512,NA,NA,59.95,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",36,"doi","doi.org/10.1093/nar/gkw1017"
571915,NA,NA,56.41,NA,NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
571915,NA,NA,51.26,NA,NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
571915,NA,3474226,52.57,NA,NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
161895,NA,NA,53.29,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
161895,NA,2791883,58.81,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1121366,"Corynebacterium pilosum DSM 20521",NA,60.8,"Nonmotile","Positive",NA,"Rod-shaped",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1121367,"Corynebacterium propinquum DSM 44285",NA,56.4,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1381111,"Corynebacterium pseudodiphtheriticum 090104",NA,54.8,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
525264,"Corynebacterium pseudogenitalium ATCC 33035",NA,59.6,"No","+","No","Rod",NA,"Mesophilic",NA,37,"doi","doi.org/10.1093/nar/gkw1017"
679896,"Corynebacterium pseudotuberculosis 1002",2335112,52.19,"No","+","No","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1168865,"Corynebacterium pseudotuberculosis 258",2314404,52.1,"No","Positive","No","Bacilli","Unknown","Unknown","Unknown",37,"doi","doi.org/10.1093/nar/gkw1017"
1089446,"Corynebacterium pseudotuberculosis 267",2337628,52.2,"No","Positive","No","Bacilli","Unknown","Unknown","Unknown",37,"doi","doi.org/10.1093/nar/gkw1017"
1087451,"Corynebacterium pseudotuberculosis 31",2297010,52.2,"No","Positive","No","Bacilli","Unknown","Unknown","Unknown",37,"doi","doi.org/10.1093/nar/gkw1017"
681645,"Corynebacterium pseudotuberculosis C231",2328208,52.19,NA,"+","No","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1161911,"Corynebacterium pseudotuberculosis Cp162",2293464,37.7,"No","Positive","No","Bacilli","Unknown","Unknown","Unknown",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2335107,52.19,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2337451,52.19,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2337820,52.18,"No","Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2325749,52.17,"No","Positive",NA,NA,NA,"Mesophilic","Unknown",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2338645,52.18,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2367956,52.1,"No","Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2335383,52.18,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2335773,52.18,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2363423,52.09,"No","Positive",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,NA,52.09,"No","Positive",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2370761,52.1,"No","Positive",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,NA,52.1,"No","Positive",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,NA,52.08,"No","Positive",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2364377,52.09,"No","Positive",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2372202,52.1,"No","Positive",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2337529,52.18,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2337578,52.18,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2337845,52.18,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2337508,52.18,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1719,NA,2337124,52.18,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1125779,"Corynebacterium pyruviciproducens ATCC BAA-1742",NA,61.2,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
662755,"Corynebacterium resistens DSM 45100",NA,57.1,"No","+","No","Rod",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
161899,NA,2830519,60.12,"No","Positive","No","Bacilli","Unknown","Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1078764,"Corynebacterium sp. HFH0082",NA,58.8,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1437874,NA,2594799,74.73,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1111729,"Corynebacterium sputi DSM 45148",NA,61.5,"Nonmotile","Positive","Nonsporulating","Rod-shaped",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1705,NA,NA,59.02,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",35,"doi","doi.org/10.1093/nar/gkw1017"
1705,NA,2862233,54.89,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",35,"doi","doi.org/10.1093/nar/gkw1017"
525268,"Corynebacterium striatum ATCC 6940",NA,59.4,"No","+","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1200352,"Corynebacterium terpenotabidum Y-11",2751233,67,"Nonmotile","Positive","Nonsporulating","Rod-shaped","Mesophilic","Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
136857,NA,2721226,63.14,NA,NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
553206,"Corynebacterium tuberculostearicum SK141",NA,60,"Non-motile","+","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
65058,NA,2466435,53.3,"No","Positive","No","Bacilli","Mesophilic","Unknown","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
65058,NA,2484335,53.32,"No","Positive","No","Bacilli","Mesophilic",NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1408268,NA,2542597,53.3,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
65058,NA,NA,53.62,NA,NA,NA,NA,NA,"Unknown","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
65058,NA,NA,53.32,NA,NA,NA,NA,NA,"Unknown","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
65058,NA,2483321,53.31,"No","Positive",NA,"Bacilli",NA,"Unknown","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1121370,"Corynebacterium ulceribovis DSM 45146",NA,59.2,"Nonmotile","Positive","nonsporulating","Rod-shaped",NA,NA,"Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
504474,"Corynebacterium urealyticum DSM 7109",2369219,64.2,"No","+","No","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1267754,"Corynebacterium urealyticum DSM 7111",2316065,64.2,"No","Positive",NA,"Coccobacilli",NA,"Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
401472,NA,NA,64.56,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
401472,NA,2328278,64.9917,"No","Positive","No","Bacilli","Unknown","Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1072256,NA,2419437,65.5,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
858619,"Corynebacterium variabile DSM 44702",NA,67.32,"No","+",NA,"Rod",NA,"Mesophilic","Aerobic",27.5,"doi","doi.org/10.1093/nar/gkw1017"
1727,NA,NA,67.339676,"No","Positive",NA,NA,NA,"Mesophilic","Aerobic",27.5,"doi","doi.org/10.1093/nar/gkw1017"
1224164,"Corynebacterium vitaeruminis DSM 20294",2931780,65.5,"Nonmotile","Positive","Nonsporulating","Bacilli","Mesophilic","Mesophilic","Facultative",28,"doi","doi.org/10.1093/nar/gkw1017"
1223513,NA,NA,69.69,"No","Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
360116,"Coxiella burnetii 'MSU Goat Q177'",NA,42.5,NA,"-",NA,"Coccobacillus",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
360116,NA,NA,39.66,NA,"Negative",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
434923,"Coxiella burnetii CbuG_Q212",2008870,42.6,NA,"-",NA,"Coccobacillus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
434924,NA,NA,39.66,NA,"Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
434924,"Coxiella burnetii CbuK_Q154",2102380,42.6,NA,"-",NA,"Coccobacillus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
434922,"Coxiella burnetii Dugway 5J108-111",2212937,42.4,NA,"-",NA,"Coccobacillus",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
434922,NA,NA,39.79,NA,"Negative",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
360117,"Coxiella burnetii RSA 334",NA,42.8,NA,"-",NA,"Coccobacillus","Non-halophilic","Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
360115,"Coxiella burnetii RSA 331",2053744,42.7,NA,"-",NA,"Coccobacillus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
360115,NA,NA,39.33,NA,"Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
227377,"Coxiella burnetii RSA 493",NA,42.6,NA,"-",NA,"Coccobacillus",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
227377,NA,NA,39.34,NA,"Negative",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
227377,NA,2032807,42.60065,NA,"Negative",NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1703354,NA,NA,39.79,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1935132,NA,NA,37.27,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1173022,"Crinalium epipsammum PCC 9333",5620407,40.16,NA,"Negative",NA,NA,NA,"Mesophilic","missing",NA,"doi","doi.org/10.1093/nar/gkw1017"
216432,"Croceibacter atlanticus HTCC2559",2952962,33.9,"No","-",NA,"Rod",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1073999,"Cronobacter condimenti 1330",NA,55.77,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208656,"Cronobacter dublinensis 1210",NA,57.81,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208661,"Cronobacter dublinensis 582",NA,57.04,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208662,"Cronobacter malonaticus 507",NA,56.35,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208591,"Cronobacter malonaticus 681",NA,56.33,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208592,"Cronobacter sakazakii 680",NA,56.81,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208664,"Cronobacter sakazakii 696",NA,55.68,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208663,"Cronobacter sakazakii 701",NA,55.57,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1397689,"Cronobacter sakazakii 8399",NA,56.6,"Motile","Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
290339,NA,NA,56.85,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
290339,NA,NA,51.58,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
290339,"Cronobacter sakazakii ATCC BAA-894",4530777,56.7,"Yes","-","No","Rod","Non-halophilic","Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1218104,NA,NA,56.7,"Yes","Negative","No","Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1367848,"Cronobacter sakazakii NCIMB 8272",NA,56.8,"Motile","Negative",NA,"Rod-shaped",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
28141,NA,NA,57.02,"Yes","Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
28141,NA,NA,54.88,"Yes","Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
28141,NA,NA,50.07,"Yes","Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
28141,NA,4663565,56.64,"Yes","Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
28141,NA,NA,56.9,NA,"Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1208590,"Cronobacter turicensis 564",NA,56.99,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
693216,NA,NA,50.04,NA,"Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
693216,NA,NA,49.22,NA,"Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
693216,NA,NA,56.05,NA,"Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
693216,"Cronobacter turicensis z3032",4599155,57.3,NA,"-",NA,"Rod",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1074000,"Cronobacter universalis NCTC 9529",NA,57.13,"Yes","Negative","Yes","peritrichous rods",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1388748,"Cronobacter zurichensis LMG 23730",NA,57.8,"Motile","Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1001240,NA,NA,65.29,"Yes","Positive",NA,"Bacilli",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1169145,"Cryocola sp. 340MFSha3.1",NA,69.9,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
469378,"Cryptobacterium curtum DSM 15641",1617804,50.9,"No","+","No","Rod",NA,NA,"Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
927661,"Cryptosporangium arvum DSM 44712",NA,71.7,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
422296,"Cucumibacter marinus DSM 18995",NA,62.2,"Motile","Negative",NA,"Rod-shaped",NA,"Mesophilic","Aerobic",32.5,"doi","doi.org/10.1093/nar/gkw1017"
1267562,NA,5578743,67.55,"Yes","Negative",NA,NA,NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
82541,NA,NA,67.7,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
266264,"Cupriavidus metallidurans CH34",6913352,63.5,NA,"-",NA,"Rod",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
266264,NA,NA,60.13,NA,"Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
266264,NA,NA,63.6,NA,"Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
266264,NA,NA,60.5,NA,"Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
119219,NA,NA,63.81,NA,NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1349762,NA,NA,66.94,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",32.5,"doi","doi.org/10.1093/nar/gkw1017"
1217718,"Cupriavidus sp. BIS7",NA,63.8,NA,"Negative",NA,"Bacilli","Unknown","Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1934999,NA,NA,62.6,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1080187,"Cupriavidus sp. UYPR2.512",NA,65.3,"Motile","Negative","Nonsporulating",NA,NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
388051,"Cupriavidus sp. amp6",NA,65.5,"Motile","Negative","Nonsporulating","Rod-shaped",NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
977880,NA,NA,59.65,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1040978,"Cupriavidus taiwanensis STM 6018",NA,66.9,"Motile","Negative","Nonsporulating","Rod-shaped",NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
1040979,"Cupriavidus taiwanensis STM 6070",NA,67.2,"Motile","Negative","Nonsporulating","Rod-shaped",NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
164546,"Cupriavidus taiwanensis",6476522,67,"Yes","-","No","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1223517,NA,NA,67.87,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1121372,"Curtobacterium ginsengisoli DSM 22003",NA,70.9,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1349763,NA,NA,63.51,NA,"Negative",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1336244,"Curvibacter gracilis ATCC BAA-807",NA,66,NA,"Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1265504,"Curvibacter lanceolatus ATCC 14669",NA,65.6,NA,"Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
33010,NA,2616193,63.487976,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
33010,NA,2618726,63.336792,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
755178,"Cyanobacterium aponinum PCC 10605",4114099,34.96,NA,NA,NA,NA,NA,"Mesophile","Aerobe",NA,"doi","doi.org/10.1093/nar/gkw1017"
292563,"Cyanobacterium stanieri PCC 7202",3163381,38.66,NA,"Negative",NA,"Bacilli",NA,"Mesophile","Missing",NA,"doi","doi.org/10.1093/nar/gkw1017"
292564,"Cyanobium gracile PCC 6307",3342364,68.71,"No",NA,NA,NA,NA,"Mesophile","Aerobe",NA,"doi","doi.org/10.1093/nar/gkw1017"
1328305,NA,NA,69.59869,NA,"Negative",NA,"Cocci",NA,"Mesophilic","Unknown",28,"doi","doi.org/10.1093/nar/gkw1017"
43989,"Cyanothece sp. ATCC 51142",5460377,37.9,NA,NA,NA,"Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
43989,NA,NA,36.8,NA,NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
43989,NA,NA,41.46,NA,NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
43989,NA,NA,38.09,NA,NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
43989,NA,NA,36.97,NA,NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
391612,"Cyanothece sp. CCY0110",NA,36.7,NA,NA,NA,"Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
65393,NA,NA,40.2,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
65393,NA,NA,39.37,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
65393,NA,NA,37.09,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
65393,NA,NA,38.17,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
65393,NA,NA,37.37,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
65393,NA,NA,40.67,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
65393,"Cyanothece sp. PCC 7424",6554169,38.5,"No",NA,NA,"Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
395961,"Cyanothece sp. PCC 7425",5786110,50.6,"No",NA,NA,"Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
395961,NA,NA,48.86,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
395961,NA,NA,49.09,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
395961,NA,NA,47.13,"No",NA,NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
